534,I,Cl,Cl,MA,methacrolein
535,I,Cl,Cl,MA,THTO
536,I,Cl,Cl,MA,nitromethane
537,I,Cl,Cl,FA,dmso
538,I,Cl,Cl,FA,DMF
539,I,Cl,Cl,FA,nmp
540,I,Cl,Cl,FA,gbl
541,I,Cl,Cl,FA,acetone
542,I,Cl,Cl,FA,methacrolein
543,I,Cl,Cl,FA,THTO
544,I,Cl,Cl,FA,nitromethane
545,I,Cl,Cl,Cs,dmso
546,I,Cl,Cl,Cs,DMF
547,I,Cl,Cl,Cs,nmp
548,I,Cl,Cl,Cs,gbl
549,I,Cl,Cl,Cs,acetone
550,I,Cl,Cl,Cs,methacrolein
551,I,Cl,Cl,Cs,THTO
552,I,Cl,Cl,Cs,nitromethane
553,I,Cl,I,MA,dmso
554,I,Cl,I,MA,DMF
555,I,Cl,I,MA,nmp
556,I,Cl,I,MA,gbl
557,I,Cl,I,MA,acetone
558,I,Cl,I,MA,methacrolein
559,I,Cl,I,MA,THTO
560,I,Cl,I,MA,nitromethane
561,I,Cl,I,FA,dmso
562,I,Cl,I,FA,DMF
563,I,Cl,I,FA,nmp
564,I,Cl,I,FA,gbl
565,I,Cl,I,FA,acetone
566,I,Cl,I,FA,methacrolein
567,I,Cl,I,FA,THTO
568,I,Cl,I,FA,nitromethane
569,I,Cl,I,Cs,dmso
570,I,Cl,I,Cs,DMF
571,I,Cl,I,Cs,nmp
572,I,Cl,I,Cs,gbl
573,I,Cl,I,Cs,acetone
574,I,Cl,I,Cs,methacrolein
575,I,Cl,I,Cs,THTO
576,I,Cl,I,Cs,nitromethane
577,I,I,Br,MA,dmso
578,I,I,Br,MA,DMF
579,I,I,Br,MA,nmp
580,I,I,Br,MA,gbl
581,I,I,Br,MA,acetone
582,I,I,Br,MA,methacrolein
583,I,I,Br,MA,THTO
584,I,I,Br,MA,nitromethane
585,I,I,Br,FA,dmso
586,I,I,Br,FA,DMF
587,I,I,Br,FA,nmp
588,I,I,Br,FA,gbl
589,I,I,Br,FA,acetone
590,I,I,Br,FA,methacrolein
591,I,I,Br,FA,THTO
592,I,I,Br,FA,nitromethane
593,I,I,Br,Cs,dmso
594,I,I,Br,Cs,DMF
595,I,I,Br,Cs,nmp
596,I,I,Br,Cs,gbl
597,I,I,Br,Cs,acetone
598,I,I,Br,Cs,methacrolein
