0,1,0,0,1,0,1.6063,42.8,10,-7939.226461
0,0,1,0,1,0,1.6063,42.8,10,-1594.017434
1,0,0,0,1,0,1.5864,44.82,11,-1100.196195
0,1,0,0,1,0,1.5864,44.82,11,-7939.226538
0,0,1,0,1,0,1.5864,44.82,11,-1594.017527
1,0,0,0,1,0,1.8192,47.39,12,-1100.196259
0,1,0,0,1,0,1.8192,47.39,12,-7939.226625
0,0,1,0,1,0,1.8192,47.39,12,-1594.017769
1,0,0,0,1,0,1.6347,37.9,13,-1100.195982
0,1,0,0,1,0,1.6347,37.9,13,-7939.226244
0,0,1,0,1,0,1.6347,37.9,13,-1594.017173
1,0,0,0,1,0,1.8511,39.6,14,-1100.196041
0,1,0,0,1,0,1.8511,39.6,14,-7939.226325
0,0,1,0,1,0,1.8511,39.6,14,-1594.01727
1,0,0,0,1,0,1.6652,42.86,15,-1100.196141
0,1,0,0,1,0,1.6652,42.86,15,-7939.226463
0,0,1,0,1,0,1.6652,42.86,15,-1594.017437
